seed,shortlist_id,stage3_candidate_id,structural_scenario_id,spike_shift,accepted,distance,feedback_asset_correlation,spike_asset_correlation,equity_risk_price,feedback_idiosyncratic_risk_price,spike_idiosyncratic_risk_price,cluster_loading,feedback_curvature,feedback_shift,spike_curvature,orthogonal_curvature,echo_loading,cap_level,cap_sharpness,mean_volatility,q995_volatility,excess_kurtosis,absolute_return_tail_ratio,hill_tail_index,hill_threshold_instability,rough_hurst,zumbach,zumbach_rank,max_abs_return_acf,leverage,leverage_rank,mean_log_variance_acf,taylor_gap,taylor_fraction,tail_negative_day0_response,tail_positive_day0_response,tail_day0_asymmetry_gap,tail_days1_5_asymmetry_gap,q_forward_mean_max_error,p_cap_exceedance_fraction,q_cap_exceedance_fraction,normalizer_min,normalizer_max
510007,0,18,0,0.0,True,0.0,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.1528991597776366,0.5986863876769317,9.462773511324881,3.7231599915803386,2.845606682183375,0.4676838327801968,0.08687178921422285,0.18036453194803762,0.04501235744312946,0.07604491353013026,-0.043798234277325786,-0.01733857865291398,0.19329828429824428,0.021748072775788097,0.8104166666666668,0.9382905285051659,0.559390896713884,0.37889963179128194,0.32121123114496763,2.0816681711721685e-17,2.755731922398589e-05,5.511463844797178e-05,3.270137047424877,7878.355016308454
510007,0,18,0,0.1,True,0.0,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.14868520164438626,0.6025243024197621,9.947310858466622,3.764245945866083,2.7827890138683764,0.46161175096851936,0.08908513302717025,0.1687459988592884,0.026503533359459496,0.07792712649395023,-0.056549463955014014,-0.026020542578358036,0.19835202777968788,0.024000443765608784,0.8291666666666666,0.9985160314586017,0.5374462159819096,0.4610698154766921,0.4192361415316209,2.0816681711721685e-17,2.755731922398589e-05,6.889329805996472e-05,3.332942229900588,7882.371268376696
510007,0,18,0,0.2,False,0.00016145458174648158,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.14432767876939315,0.6087129346501486,10.575853463242858,3.8403190093352726,2.739411096766989,0.46893734224133105,0.09211528316214868,0.15828680353917599,0.007566710402642067,0.07972214460157652,-0.06689348507753147,-0.033658298408545485,0.20494535750204698,0.02701796826204395,0.8541666666666666,1.049637823016381,0.5839044220442804,0.4657334009721006,0.48159069698830387,2.0816681711721685e-17,6.889329805996472e-05,0.0001240079365079365,3.4523589892766533,7888.163473619705
510007,0,18,0,0.3,False,0.0019126042220007587,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.13990595076415632,0.6134564839596873,11.322148809214065,3.918518658412536,2.6899856613053856,0.470948496152696,0.09567500801038527,0.14980572504809195,-0.010583998512238263,0.08159487063721892,-0.07493635799660987,-0.04040749390495949,0.21252288885044515,0.03056535467732517,0.8770833333333332,1.1148814582696582,0.6180426516733424,0.49683880659631585,0.5416610391704597,2.0816681711721685e-17,8.267195767195767e-05,0.00017912257495590828,3.633415907631458,7904.6686339165935
510007,0,18,0,0.4,False,0.0052787219173395065,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.1354871644429871,0.61565763674342,12.175881532129912,3.9813179527728493,2.618342763643804,0.4571852460069121,0.09954914170988882,0.14338259336020592,-0.027503065867787852,0.08364193695753341,-0.0808485876317168,-0.04611923965738888,0.2206614243746511,0.03448711181270508,0.8854166666666666,1.1446263985568554,0.6502765993963793,0.49434979916047617,0.5913855581981691,2.0816681711721685e-17,0.0001515652557319224,0.00020667989417989417,3.8842047782055773,9241.004163309264
510007,0,18,0,0.5,False,0.00983658500555492,0.996259961884662,0.979054833837768,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.1311276521335536,0.620661537445292,13.092653346406413,4.040269107492992,2.534528103437492,0.44496611540254577,0.10359049795484539,0.13876990571941447,-0.0430200422571893,0.08634306939869522,-0.08493503726437868,-0.05097721855894727,0.22905223268909336,0.03859719179753197,0.9020833333333332,1.21305968499452,0.6648193619136218,0.5482403230808983,0.6580080445960155,2.0816681711721685e-17,0.00019290123456790122,0.00023423721340388006,4.216466341952015,10353.204610136067
510007,1,18,1,0.0,True,0.0,0.9766958138810892,0.98378601407178,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.15304642895430018,0.5956727599381698,9.461364447682913,3.7057613975913846,2.866484370898284,0.4862480495664124,0.08700678896683504,0.18127035706732886,0.04735858500542972,0.07523524256851816,-0.043495284373469445,-0.017079592652826943,0.1933269270571051,0.02145785303485846,0.8208333333333333,0.9594284951419633,0.5560067360436616,0.4034217590983017,0.32363215508364146,2.0816681711721685e-17,2.755731922398589e-05,5.511463844797178e-05,3.291897136828492,7878.886180478471
510007,1,18,1,0.1,True,0.0,0.9766958138810892,0.98378601407178,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.14882986045506205,0.5999941216070669,9.957207901449037,3.7760417075656107,2.802941329626892,0.4739058861079442,0.08919756571711009,0.1696840858823283,0.02829823262488994,0.07717424292601505,-0.056386536977424996,-0.02588588558369256,0.19840356555357488,0.02376692321021735,0.8270833333333333,0.991586913771684,0.555125924024364,0.43646098974731995,0.4216934980808916,2.0816681711721685e-17,2.755731922398589e-05,6.889329805996472e-05,3.3563236509488945,7883.054269714431
510007,1,18,1,0.2,False,9.727586717788669e-05,0.9766958138810892,0.98378601407178,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.1444659498342242,0.606408739481441,10.592161692589908,3.8221958080015175,2.7487190126377006,0.4619803050676769,0.09222935687655752,0.15921709536303238,0.009230231057923352,0.0790078997237755,-0.06686700183846148,-0.0336247635835214,0.20502864932371379,0.0268298825401409,0.8520833333333333,1.0561772920228067,0.591705099961833,0.4644721920609738,0.4872730336872054,2.0816681711721685e-17,6.889329805996472e-05,0.0001240079365079365,3.478804852801302,7889.072633989731
510007,1,18,1,0.3,False,0.001705427164841197,0.9766958138810892,0.98378601407178,0.35,0.0,0.0,0.2333221411332488,0.0694007444800809,2.9358963377773764,0.2495993215590715,0.0,0.0,6.073741978500038,7.956517500802875,0.14003412990949973,0.6117873886249141,11.345078332396445,3.907424541914987,2.6557798651512408,0.44295694314912176,0.09580807836406495,0.15058923826137607,-0.009158638444411112,0.08097492868474068,-0.07504714496969815,-0.040398192615662805,0.2126437739923653,0.030407146108972567,0.8770833333333332,1.0907664586297656,0.6257045534181072,0.46506190521165847,0.5393310544481855,2.0816681711721685e-17,9.645061728395061e-05,0.0001515652557319224,3.664586461380047,7900.408181600781
